course_id	skill
7381081	réaliser un projet de A à Z.
7870326	d'accompagner l’étudiant dans ses apprentissages ;
7870326	d’évaluer la progression de l’étudiant.
4801106	Découvrir les fondements de la comptabilité.
4801106	Vous familiariser avec la logique comptable.
4801106	Maîtriser le fonctionnement des comptes annuels.
4667641	identifier les informations contenues dans un bulletin de paie ;
4667641	appréhender la logique du bulletin de paie ;
4667641	ajouter les cotisations sur un bulletin de paie.
4940566	Identifier les éléments caractéristiques de toute écriture comptable ;
4940566	Saisir les ventes, les achats, les opérations de trésorerie, les éléments liés à la TVA et les frais de personnels en comptabilité.
4539151	Préparer et valider votre plan de recrutement.
4539151	Réaliser des fiches de poste destinées au recrutement.
6578506	identifier le rôle des ressources humaines en entreprise ;
6578506	décrire les différents métiers dans les ressources humaines ;
6578506	décrire les transformations récentes dans le secteur.
5754291	analyser la demande de bilan de compétences du bénéficiaire ;
5754291	identifier les compétences, motivations et freins du bénéficiaire, à partir de son parcours ;
5754291	formaliser l’inventaire des compétences et motivations du bénéficiaire.
4539321	Appréhender le fonctionnement de la GPEC.
4539321	Concevoir un dispositif de GPEC.
4539321	Déployer la démarche de GPEC
5010961	établir un compte de résultat en respectant le principe de séparation des exercices ;
5010961	établir un bilan (actif et passif) ;
5010961	réaliser les écritures comptables liées à l'impôt sur les sociétés.
4581041	Décrire les différentes catégories de règles applicables au contrat de travail
4581041	Connaître les principaux types de contrat de travail
4581041	Garantir une gestion administrative efficace du personnel
4581041	Accompagner les différents cas de rupture du contrat de travail
4539261	Concevoir et organiser votre processus de sélection
4539261	Construire une grille de critères objectifs de sélection
4539261	Présélectionner les profils de finalistes adaptés aux missions à pourvoir
4539261	Choisir et paramétrer vos outils de sélection, notamment les outils digitaux
4539261	Mettre en place un contrôle de références
4539261	Conduire des entretiens de recrutement (analyse du savoir, savoir-être, savoir-faire, motivation du candidat)
4539261	Accompagner les managers opérationnels dans les choix finaux
4539261	Analyser et objectiver les informations collectées
4539261	Croiser votre analyse avec celles des managers opérationnels
4722866	appliquer les bonnes pratiques du gestionnaire de paie
4722866	maîtriser le processus de paie
4722866	suivre les différentes étapes de contrôle de paie
4539356	recenser les besoins de formation et les traduire en objectifs de formation ;
4539356	déterminer la nature, la cible, la durée, le contenu des actions de formation ;
4539356	sélectionner des prestataires de formation internes ou externes ;
4539356	construire la communication autour des projets et dispositifs de formation dans le respect des obligations légales ;
4539356	organiser et administrer la mise en œuvre des actions de formation ;
4539356	mettre en place les outils d’évaluation de la qualité des formations.
4539271	"Optimiser le ""onboarding"" via les outils digitaux"
4539271	Communiquer sur l’arrivée des nouveaux entrants
4539271	Construire le dispositif d’accueil en lien avec les directions opérationnelles
4539271	Informer les nouveaux recrutés sur les conditions d’emploi
4539271	Mener un entretien d’accueil du nouvel entrant
4539271	Concevoir un programme d’intégration en lien avec le manager
4539271	Accompagner les managers durant la phase d’adaptation
4539271	Réaliser des bilans d’intégration avec les nouveaux collaborateurs et les managers
6369836	identifier les évolutions des dispositifs et du financement de la formation ;
6369836	mobiliser le CPF comme outil de financement de la formation ;
6369836	optimiser le choix d'un dispositif de financement de la formation.
5754271	Instaurer le cadre d’un entretien de conseil en évolution professionnelle
5754271	Réaliser un diagnostic d’une situation professionnelle
5754271	Établir l’action à conduire à la suite d’un entretien avec un bénéficiaire
5754271	Rédiger la synthèse d’un entretien de conseil en évolution professionnelle
4539221	Identifier les modes et supports de communication de l’offre de poste pertinents
4539221	Identifier et sélectionner les viviers de candidatures adaptés à votre recrutement
4539221	Rédiger les offres de postes adaptées aux différents médias sélectionnés et aux profils souhaités
4539221	Optimiser la diffusion de vos offres
4539221	Valoriser l’entreprise sur les différents médias pour attirer les meilleurs potentiels
4722911	Maîtriser les congés payés en France.
4722911	Calculer en paie les différents éléments de la maladie.
4722911	Répercuter sur le bulletin d’autres événements de la vie des salariés.
4722911	Maîtriser les différents événements assimilables à un départ du salarié.
5799716	décrire les missions du conseiller en évolution professionnelle ;
5799716	positionner le rôle d’un conseiller en évolution professionnelle dans son contexte.
5341341	appliquer le cadre légal de la santé et de la sécurité au travail ;
5341341	évaluer les risques professionnels ;
5341341	prévenir les accidents de travail.
5746621	appliquer les principes éthiques propres à votre métier et votre organisation ;
5746621	rédiger une charte éthique de manière collaborative.
6916466	appliquer les cotisations sociales particulières ;
6916466	réaliser des déclarations spécifiques.
6067971	Identifier les enjeux du dialogue social
6067971	Distinguer les missions des différents acteurs liés aux IRP
6067971	Mettre en place les IRP dans votre entreprise
5149166	Identifier l'environnement numérique de la comptabilité
5149166	Paramétrer un logiciel comptable
5149166	Utiliser un logiciel pour automatiser les écritures comptables
5149166	Réaliser des travaux de clôture avec un logiciel comptable
4722896	Maîtriser les éléments variables impactant le brut
4722896	Identifier et calculez correctement les variables impactant le net
4722896	Calculer sur les bulletins les avantages liés à la rémunération collective
6916481	prendre en main votre logiciel de paie ;
6916481	paramétrer votre logiciel de paie ;
6916481	vérifier le paramétrage de votre logiciel de paie.
4537876	Dépasser les a priori sur le handicap en privilégiant une démarche opérationnelle
4537876	Répondre aux obligations légales en matière de handicap
4537876	Recruter, accueillir et intégrer durablement une personne en situation de handicap
4537876	Accompagner les parcours et les carrières des personnes en difficulté de santé au travail
4890946	Définir et lier performance individuelle, performance collective et performance de l’entreprise
4890946	Définir des objectifs adaptés et précis pour vos collaborateurs
4890946	Mettre en place un système de mesure de la performance
4890946	Comprendre les différents outils et méthodologies d’évaluation
4890946	Mener un entretien d’évaluation de la performance
4890946	Donner des feedbacks constructifs et adaptés
4890946	Travailler à l’amélioration continue de la performance de vos équipes par la formation et le suivi
4890946	Récompenser la performance par des moyens financiers et extra-financiers
4890946	Gérer les différents cas de contre-performance
4276666	Comprendre et analyser les potentialités du numérique pour développer et améliorer les pratiques de recrutement, de formation, d’administration et de gestion prévisionnelle des emplois et des compétences ;
4276666	Découvrir des applications et services RH utiles pour vos entreprises;
4276666	Anticiper et faire face aux challenges liés aux changements de modèles d’information, d’apprentissage, de contrôle, de communication et de relations humaines en cours dans les organisations ;
4276666	Accompagner les hommes et les femmes au travail, dans la transformation numérique.
4834901	comprendre l’impact d’une politique de rémunération sur la performance de l’entreprise ;
4834901	comprendre votre rôle en tant que Manager RH en ce qui concerne la rémunération ;
4834901	identifier les grands systèmes de rémunération existants ;
4834901	maîtriser les grand types d’incitations financières et leur impact sur la motivation des collaborateurs ;
4834901	considérer les avantages en nature, tangibles ou intangibles, comme partie intégrante d’une politique de rémunération ;
4834901	comprendre les contraintes structurelles qui impactent la construction d’une politique de rémunération : cadre légal, pratiques locales et marché ;
4834901	adapter la politique de rémunération à la stratégie et à la culture de votre entreprise ;
4834901	adapter les décisions de rémunération en fonction des compétences individuelles et de la contribution des collaborateurs ;
4834901	lire, utiliser et construire une structure de rémunération.
4810106	Réaliser une veille fiscale et légale
4810106	Contrôler la conformité des démarches fiscales d'une organisation, en matière d'impôt sur les sociétés et de TVA
4810106	Réaliser les déclarations fiscales d'entreprises internationales
5754281	Distinguer les types de licenciement pour motif personnel ;
5754281	Organiser un licenciement pour motif économique ;
5754281	Identifier les conséquences juridiques et économiques d’un licenciement.
5154961	Identifier le contexte d’une politique de gestion de carrière.
5154961	Déterminer la politique de gestion de carrière d'une entreprise.
5154961	Construire les outils de la gestion de carrière.
4902506	Préparer le processus d’achat de formation.
4902506	Réaliser l’achat de la formation.
4947921	préparer une politique de mobilité ;
4947921	élaborer une politique de mobilité ;
4947921	mettre en œuvre une politique de mobilité ;
4947921	mesurer l'efficacité d'une politique de mobilité.
4432826	Comprendre les enjeux du numérique dans le monde de l’emploi
4432826	Connaître les différents métiers du numérique
4432826	Identifier le métier qui vous correspond ou qui correspond à votre public
4432826	Mettre en place un plan de formation ou de reconversion
4312781	adopter une posture propice à l'apprentissage ;
4312781	diriger votre projet d'étude ou de carrière en toute autonomie ;
4312781	créer votre plan d'apprentissage personnalisé ;
4312781	appliquer des techniques d'apprentissage accéléré.
6692406	identifier pourquoi les soft skills sont essentielles ;
6692406	autoévaluer les soft skills ;
6692406	créer votre propre plan d'action pour développer vos soft skills.
5944991	adopter des premiers réflexes de productivité ;
5944991	organiser vos tâches ;
5944991	travailler en équipe de façon plus efficace ;
5944991	automatiser vos tâches répétitives.
4577696	Préparer votre intervention
4577696	Vous entraîner en conditions réelles
4577696	Maîtriser votre prise de parole en public
3013891	Mobiliser les bonnes pratiques en termes de design graphique
3013891	Construire une identité visuelle adaptée
3013891	Créer et suivre une charte graphique
3013891	Faciliter visuellement une idée
3013891	"Construire une présentation ""look & feel"" en diaporama"
3013891	Utiliser les techniques de storytelling lors d’une présentation
4929676	Préparer vos écrits en définissant des objectifs, une cible et un format ;
4929676	Structurer vos idées et hiérarchiser l’information ;
4929676	Développer un raisonnement en utilisant des techniques rhétoriques ;
4929676	Adapter la rédaction de votre texte en fonction du format choisi ;
4929676	Effectuer une relecture efficace ;
4929676	Travailler votre mise en page.
5164316	Trouver votre place dans une équipe
5164316	Adopter la bonne posture relationnelle
5164316	Utiliser la communication positive
5164316	Répartir les tâches et déléguer
5164316	Utiliser les outils collaboratifs
5164316	Animer des réunions d'équipe efficaces et agiles
4727076	établir un bon diagnostic du conflit ;
4727076	contrôler vos émotions dans un contexte professionnel ;
4727076	pratiquer l'écoute active et communiquer positivement ;
4727076	intervenir de manière adaptée en cas de conflit ;
4727076	assurer le suivi de l'après-conflit ;
4727076	prévenir les conflits en favorisant la coopération et le bien-être.
5106001	Identifier les moyens à votre disposition pour augmenter votre résilience
5106001	Construire un plan de résilience personnalisé
6909446	analyser comment le cerveau décide ;
6909446	aborder une décision de façon méthodique.
5166341	Vous situer dans votre besoin d'autonomie
5166341	Identifier les spécificités du travail en autonomie
5166341	Prioriser et organiser vos tâches au quotidien
5166341	Faire des choix par rapport à votre charge de travail
5166341	Communiquer sur votre degré d'autonomie
5166341	Définir les rôles de chacun pour être autonome dans une équipe
6911101	stimuler votre créativité ;
6911101	utiliser la pensée latérale et analytique pour perfectionner votre créativité ;
6911101	appliquer des outils de pensée créative pour résoudre des problèmes dans votre travail.
6510596	Identifier le sens du service ;
6510596	Personnaliser ses relations en cartographiant ses interlocuteurs ;
6510596	Gérer des situations difficiles face à un interlocuteur.
6836021	prendre conscience des biais cognitifs ;
6836021	questionner des situations en faisant preuve d'esprit critique ;
6836021	déjouer les pièges de l'argumentation.
4421146	Rédiger un plan d'animation.
4421146	Créer des supports pour l'animation d'un atelier.
4421146	Utiliser différentes techniques d'animation.
4421146	Mettre les participants dans de bonnes conditions.
4421146	Réaliser un brainstorming en équipe.
4421146	Comprendre ce qui structure la réussite d'un brainstorming.
4421146	Rédiger un compte rendu.
6059131	vous approprier les processus métier de l’activité supply chain ;
6059131	utiliser les principaux outils de la supply chain ;
6059131	appréhender les technologies de l’industrie du futur liées à la supply chain ;
6059131	piloter la démarche grâce aux outils de la supply chain.
5382991	vous approprier les processus métier de l’activité d’amélioration continue ;
5382991	piloter la mise en œuvre des principaux outils de l’amélioration continue ;
5382991	appréhender les technologies de l’industrie du futur liées à l'amélioration continue ;
5382991	piloter la démarche d’amélioration continue.
6020326	vous approprier les processus métier de l’activité Maintenance ;
6020326	utiliser les principaux outils de la maintenance ;
6020326	appréhender les technologies de l’industrie du futur liées à la maintenance ;
6020326	piloter la démarche grâce aux outils de la maintenance.
6016141	vous approprier les processus métier de l’activité Production ;
6016141	utiliser les principaux outils de la production ;
6016141	appréhender les technologies de l’industrie du futur liées à la production ;
6016141	piloter la démarche grâce aux outils de la production.
7779336	identifier la place fondamentale de l’entrepôt au sein de la Supply Chain ;
7779336	appréhender les processus amont au cœur de la logistique ;
7779336	appréhender les processus aval au cœur de la logistique.
7170491	Mettre en place Linux sur votre ordinateur avec une distribution comme Ubuntu.
7170491	Interagir avec votre ordinateur en entrant des lignes de commande dans un terminal.
7170491	Utiliser les bons outils pour exploiter Linux dans votre vie professionnelle.
6944606	Créer l'architecture physique de votre réseau ;
6944606	Configurer votre réseau pour assurer la communication ;
6944606	Optimiser votre réseau en ajoutant des services.
2035766	installer la bonne version de Docker pour votre projet ;
2035766	créer, lancer et partager des images Docker ;
2035766	orchestrer des images Docker grâce à Docker Compose.
7274161	d’utiliser le terminal et le shell ;
7274161	de manipuler des fichiers ;
7274161	de configurer un réseau ;
7274161	de surveiller l’activité d’un système.
2356306	Installer et administrer la version pertinente, selon votre contexte, de Windows Server.
2356306	Installer et configurer les rôles Windows Server et leurs fonctionnalités associées.
2356306	Gérer les services avancés.
2356306	Mettre en place Windows Server dans un contexte professionnel.
7210326	Sélectionner les composants essentiels d’un ordinateur.
7210326	Sélectionner des composants d’ordinateur spécifiques à certains usages.
7210326	Assembler les composants d’un ordinateur.
2035806	Choisir l'outil de virtualisation adapté à vos besoins
2035806	Mettre en place un environnement de test avec VirtualBox
2035806	Virtualiser une architecture simple avec vSphere
2100086	Ce qu'est un SI et ses fonctions ;
2100086	les enjeux de la DSI et ses interactions ;
2100086	les missions du SI ;
2100086	ses challenges de demain.
2557196	Connecter et configurer le matériel Cisco pour le réseau
2557196	Configurer des VLAN pour segmenter le réseau
2557196	Mettre en place les protocoles pour le LAN
2557196	Interconnecter et configurer des routeurs Cisco (OSPF, EIGRP)
2557196	Mettre en place des sécurités sur des routeurs
2557196	Gérer des accès réseau grâce au serveur RADIUS
6093671	identifier les méthodes d'implémentation du DevOps en entreprise.
1730516	identifier les responsabilités et les outils du gestionnaire de parc informatique ;
1730516	inventorier et organiser le matériel informatique dans GLPI ;
1730516	mettre en place la gestion financière et administrative du parc.
7192261	Installer Packet Tracer sur un ordinateur.
7192261	Configurer un réseau d’entreprise sous Packet Tracer.
7192261	Configurer le routeur d’un réseau.
7192261	Configurer les VLAN d’un réseau.
1733521	installer et paramétrer Windows 10 ;
1733521	déployer Windows 10 avec Sysprep.
6825041	découvrir le rôle du technicien informatique ;
6825041	identifier les missions de technicien informatique ;
6825041	évoluer dans le métier de technicien informatique.
4810836	Prendre en main AWS.
4810836	Monter un serveur web sur EC2.
4810836	Installer une base de données sur RDS.
4810836	Stocker des fichiers sur S3.
6344196	automatiser des tâches avec des scripts PowerShell.
2035736	mettre en place un pipeline d'intégration continue avec GitLab ;
2035736	mettre en place un pipeline de livraison continue avec GitLab.
2222496	préparer votre organisation à l’utilisation d’un annuaire ;
2222496	installer votre annuaire d’entreprise ;
2222496	maîtriser votre parc grâce aux stratégies de groupe ;
2222496	sécuriser la gestion de vos ressources.
1730486	identifier les responsabilités du centre de services ;
1730486	gérer les tickets d'incidents avec ITIL sur GLPI ;
1730486	gérer les tickets de problèmes avec ITIL sur GLPI ;
1730486	gérer les demandes de changements avec ITIL sur GLPI.
2035796	installer et configurer un node manager Ansible ;
2035796	automatiser le déploiement d'une application avec Ansible ;
2035796	créer un module Ansible personnalisé avec Python.
1733551	Monter un serveur de temps et un annuaire LDAP.
1733551	Configurer votre premier serveur LAMP.
1733551	Gérer une infrastructure web complexe avec Tomcat & Jenkins.
2581701	Analyser un document constructeur
2581701	Tester une architecture réseaux en manipulant les composants
2581701	Identifier et choisir une IOS en fonction du projet
2581701	Déployer le simulateur de réseau GNS3 afin de créer, simuler et tester le fonctionnement de vos réseaux et systèmes
2581701	Maîtriser le fonctionnement de la virtualisation des réseaux et systèmes
2581701	S’approvisionner virtuellement en matériels informatiques et les configurer (câbles, switch, routeur...)
2581701	Interconnecter les matériels ordinateur, switch et routeur à l'aide de câbles appropriés pour les mettre en réseau
2581701	Maquetter une infrastructure à partir des besoins de votre projet
2340511	Maîtriser le protocole IP
2340511	Approfondir le protocole TCP et le suivi des connexions
2340511	Mettre en œuvre une solution de messagerie complète
2356316	Découvrez l’administration de serveur
2356316	Gérez le stockage de fichiers de A à Z
2356316	Partagez vos fichiers sur un réseau local
1756296	Définir un test d’intrusion (ou pentest)
1756296	Sélectionner un type de test d'intrusion en fonction du besoin
1756296	Scanner les vulnérabilités d’un système informatique
1756296	Réaliser un test d’intrusion
1756296	Proposer des solutions correctives
1756296	Rédiger et présenter un rapport de test d'intrusion
1372996	Adopter une posture d'architecte système,
1372996	Identifier les éléments d'une architecture,
1372996	Représenter visuellement une architecture,
1372996	Concevoir une architecture efficace et adaptée,
1372996	Élaborer un Document d'Architecture Technique.
2013451	Décrire les concepts de base qui structurent ce référentiel de bonnes pratiques ;
2013451	Réaliser une procédure qui sécurise le déploiement d’un SI ;
2013451	Identifier les différentes étapes de mise en production d'un changement.
1733046	Maitriser le fonctionnement des architectures client/serveur des technologies VNC ;
1733046	Configurer le serveur VNC afin de la sécuriser ;
1733046	Contrôler et vérifier les ouvertures de ports sur serveur VNC ;
1733046	Mettre en oeuvre le dialogue réseau entre un client et un serveur VNC ;
1733046	"Mettre en place les options de ""Reverse connection"" des clients et serveurs VNC."
6227476	identifier les impacts écologiques du numérique ;
6227476	préconiser des actions Green IT pour un SI, un service numérique et un site web.
5668856	identifier les fonctionnalités spécifiques à Windows 10 ;
5668856	administrer un ordinateur sous Windows 10 ;
5668856	sécuriser votre système.
2035786	Comprendre les enjeux de la supervision ;
2035786	Installer et configurer la solution Nagios ;
2035786	Configurez un service à superviser grâce aux commandes Nagios.
6227516	appliquer les principes du management de la qualité dans un processus SI ;
6227516	identifier des actions face aux risques et opportunités d’un processus SI ;
6227516	mettre en place une dynamique d’amélioration continue pour piloter un processus SI.
2035756	identifier les enjeux et la philosophie des systèmes et réseaux dans le cloud ;
2035756	construire et automatiser un réseau cloud ;
2035756	créer et automatiser un réseau de machines cloud ;
2035756	maintenir en condition opérationnelle son réseau cloud.
4297411	Publier de l’information sur le Web (créer un site web en utilisant des balises HTML de base)
4297411	Comprendre comment fonctionne l’accès à l’information sur le web (routage, adressage, …)
4297411	Créer un mini réseau avec Scratch
4297411	Expliquer ce qu’est Internet et différencier web, internet et réseau
4297411	Donner du sens aux technologies dont les noms circulent :  HTML, CSS, URL, adresse IP, protocole, …
4297411	Présenter des concepts sur les réseaux à travers des anecdotes historiques
4297411	S’approprier des activités débranchées sur le thème des réseaux
4297411	Identifier les enjeux sociétaux posés par le développement des réseaux
2035746	"Auditer la sécurité d'un système d'exploitation, c'est-à-dire, en détails : 
le processus de démarrage 
le système 
les services 
les accès réseaux"
2035746	le processus de démarrage
2035746	le système
2035746	les services
2035746	les accès réseaux
2035746	Rédiger un rapport d'audit
5281406	Installer une chaîne de compilation croisée
5281406	Installer une version ARM de Linux
5281406	Utiliser l’émulateur QEMU
5281406	Créer un Microlinux avec Builroot
5281406	Créer un Microlinux pour Raspberry PI
5281406	Configurer une chaîne de cross-compilation
5281406	Générer une image Microlinux pour Raspberry PI 3 avec Buildroot
6227506	proposer une solution technique adaptée au besoin SI d’un client ;
6227506	analyser les composants techniques d’une solution SI ;
6227506	coordonner le travail entre MOA et MOE dans un projet SI.
6227466	Identifier le rôle du chef de projet SI
6227466	Décrire les missions d'un chef de projet SI
6227466	Identifier les moyens d'évolution du chef de projet SI
6227486	identifier les objectifs stratégiques de votre entreprise ;
6227486	concevoir une offre de services adaptée ;
6227486	garantir les services proposés ;
6227486	mesurer les objectifs de services pour en assurer l'amélioration continue.
3930076	expliquer que toute information (chiffre, lettre, mot, image, son…) est codée !
3930076	coder une information pour qu'elle soit transmise et comprise de façon non ambigüe par d'autres, et par un ordinateur
3930076	utiliser le langage binaire
3930076	identifier et appliquer des techniques de compression et chiffrement
3930076	relier ces notions aux enjeux de société actuels liés à la multiplication des données (big data)
3930076	vous approprier des activités débranchées (sans ordinateur) autour de la notion d'information
3930076	animer un atelier d’initiation sur le thème de l'information
1733141	Analyser les besoins logiciels des utilisateurs
1733141	Installer et configurer les logiciels nécessaires à l’utilisateur
1733141	Cloner un système pour le dupliquer
6207256	Identifier les enjeux de la gouvernance SI
6207256	Mener un état des lieux du SI de l'entreprise
6207256	Élaborer un plan d’action stratégique pour le SI
6207256	Mettre en œuvre un plan d'action stratégique du SI
7907446	créer vos premiers tickets ;
7907446	gérer le cycle de vie d'un ticket de bout en bout ;
7907446	vous servir des données des tickets pour améliorer votre travail de technicien en informatique, ainsi que les performances de votre entreprise.
5439146	définir le concept de codage de l’information ;
5439146	décrire le code binaire et ses variantes ;
5439146	décrire les fonctions élémentaires ;
5439146	reconnaître les portes logiques CMOS ;
5439146	faire la synthèse d’une fonction logique combinatoire.
1756306	déterminer une stratégie d'audit ;
1756306	planifier des audits ;
1756306	préparer des audits ;
1756306	réaliser des audits.
5060661	Numériser et représenter une image ;
5060661	Filtrer de façon simple des images numérisées ;
5060661	Extraire des informations pertinentes et simples des images numérisées ;
5060661	Utiliser la bibliothèque de traitement d’images OpenCV ;
5060661	Implémenter un algorithme de traitement d’images.
5119661	expliquer les fondamentaux concernant les capteurs et les actionneurs pour l’embarqué ;
5119661	expliquer les principes électriques d’alimentation d’un système embarqué ;
5119661	expliquer le principe de la communication radio vue du microcontrôleur ;
5119661	utiliser une chaîne d’outils pour programmer et déboguer sur une cible pour l’embarqué ;
5119661	concevoir un système capteurs-actionneurs ;
5119661	appréhender les principes de contrôle d’une interruption par un capteur ou un actionneur.
5171896	Comprendre les crédits bancaires et leur impact sur le financement de l'activité économique
5171896	Comprendre comment fonctionne un bilan bancaire
5171896	Décrire les grandes ressources des banques
5171896	Comprendre un compte de résultat bancaire.
5433211	appréhender l'utilisation pratique des concepts théoriques d'un réseau ;
5433211	identifier l'utilisation de la théorie des graphes dans la modélisation d'un réseau ;
5433211	décrire les différentes techniques d'accès sur un canal de communication partagé ;
5433211	identifier le rôle et le fonctionnement des protocoles et mécanismes de la pile TCP/IP.
6263906	Décider en connaissance de cause si ce rôle vous intéresse ;
6263906	Comprendre les objectifs du coaching des étudiants d’OpenClassrooms ;
6263906	Maximiser votre temps et votre efficacité dans la réussite de votre mission si votre profil est retenu pour une mission de coach.
6172816	identifier les différentes solutions d’assurance existantes (pour quels risques ?) ;
6172816	comprendre comment les assureurs réussissent à couvrir ces risques (à quel prix ?) ;
6172816	orienter vos clients vers les meilleures solutions dans le respect de la réglementation ;
6172816	accompagner vos clients à toutes les étapes de la vie d’un contrat, qu’il soit d’assurance sur les biens, la santé ou encore d’assurance vie.
5351966	Expliquer les différentes contrats d’assurance vie
5351966	Appliquer les aspects réglementaires liés à la distribution et aux conseils prodigués aux clients lors de la commercialisation de ces contrats, à leur souscription mais aussi pendant leur vie et à leur échéance
5351966	Identifier les différentes opérations utiles en cours de vie des contrats et en informer votre client
5351966	Expliquer les enjeux fiscaux de ces contrats.
5439156	décrire les fonctions combinatoires ;
5439156	traduire des opérations arithmétiques en circuits logiques ;
5439156	manipuler les opérateurs élémentaires pour construire des fonctions combinatoires ;
5439156	concevoir une fonction logique combinatoire ;
5439156	manipuler des structures hiérarchisées élaborées ;
5439156	utiliser un logiciel de conception et de simulation de circuits logiques.
4500266	Manipuler des signaux, c'est-à-dire déterminer concrètement un grand nombre de quantités pertinentes pour décrire un signal.
4500266	Identifier et décrire un spectre, grâce à la connaissance du vocabulaire et des outils mathématiques associés.
4500266	Utiliser la convolution et l’inter-corrélation, des outils utilisés très fréquemment en filtrage.
5439136	appréhender la complexité du développement de systèmes critiques ;
5439136	démontrer la nécessité d'expertises multiples pour développer un système complexe ;
5439136	expliquer la problématique de la sûreté de fonctionnement pour des systèmes critiques ;
5439136	décrire les contraintes imposées par la criticité pour l'intégration des systèmes.
5224916	décrire le fonctionnement des composants d’un robot mobile ;
5224916	reconnaître un environnement Arduino ;
5224916	énoncer le principe général de fonctionnement d’un servomoteur ;
5224916	programmer une interface de commande par Bluetooth dans un environnement Arduino.
6112876	appliquer les concepts d'éthique liés au numérique ;
6112876	évaluer les problèmes éthiques liés aux données et aux algorithmes ;
6112876	définir le vocabulaire élémentaire de la RSE (responsabilité sociale de l'entreprise) ;
6112876	associer des exemples d'actualité aux concepts de la RSE ;
6112876	expliquer le contexte socioéconomique et les risques liés à l'utilisation de Facebook.
5439096	présenter les domaines des systèmes embarqués connectés, les métiers et les applications ;
5439096	définir le concept de penser système et l’attitude du penseur système ;
5439096	justifier l’intérêt d’une analyse pluridisciplinaire pour les systèmes embarqués complexes ;
5439096	présenter l’intégration de processus techniques et organisationnels pour l’embarqué ;
5439096	discuter de problématiques spécifiques liées aux objets embarqués connectés.
5481101	Expliquer ce qu’est un taux d’intérêt
5481101	Calculer des mensualités d’un prêt immobilier
5481101	Réaliser les principaux calculs de taux d’intérêt, que ce soit pour un crédit ou un placement.
6294951	Définir l'objet d'un emprunt
6294951	Étudier la faisabilité d'un projet de prêt immobilier
6294951	Monter un crédit immobilier
6294951	Analyser juridiquement un contrat de prêt
6294951	Prendre en compte la fiscalité liée aux prêts immobiliers
5966856	concevoir une chaîne d’utilisation d’un capteur analogique ou numérique,
5966856	énoncer le principe de CAN et des protocoles de configuration des capteurs numériques,
5966856	dimensionner l’architecture de traitement analogique du signal (fonction de transfert),
5966856	dimensionner les éléments de recharge, avec ou sans fil, d’une batterie,
5966856	choisir une antenne pour dimensionner et optimiser un bilan de liaison,
5966856	concevoir une liaison sans fil pour la transmission des données,
5966856	identifier les contraintes d’une schématique réutilisable,
5966856	appliquer des règles de routage.
5295206	Identifier l'intérêt et les limites du brevet
5295206	Expliquer la démarche d’obtention d’un brevet
5295206	Lister les différentes stratégies brevet
5263401	réaliser les analyses fonctionnelles externe et interne d'un système ;
5263401	énoncer les principes de réalisation d'une AMDEC ;
5263401	évaluer les critères de sûreté de fonctionnement d'un système ;
5263401	analyser un modèle de fiabilité d'un BDF ou d'un ADD.
6801786	vous approprier les processus métier de l'innovation dans l'industrie ;
6801786	utiliser les principaux outils de l'innovation ;
6801786	appréhender les avancées technologiques liées au service Études et R&D ;
6801786	piloter la démarche d'innovation dans l'industrie.
7137786	d’identifier les enjeux climatiques et énergétiques mondiaux qui impactent votre entreprise ;
7137786	de réaliser son bilan écologique ;
7137786	d’identifier les défis et opportunités de la transition écologique par métier ;
7137786	de mettre en place des recommandations stratégiques internes pour la transition écologique.
6848161	faciliter l’intégration d'un alternant ;
6848161	accompagner le développement des apprentissages et de l’autonomie professionnelle ;
6848161	participer à la transmission des savoir-faire et à l’évaluation des apprentissages.
5984146	vous approprier les processus métier de l’activité Méthodes ;
5984146	utiliser les principaux outils des méthodes ;
5984146	appréhender les technologies de l’industrie du futur liées au service Méthodes ;
5984146	piloter la démarche grâce aux outils des méthodes.
5439126	présenter les domaines des systèmes embarqués connectés, les métiers et les applications ;
5439126	utiliser le concept de Penser Système pour aborder un système dans son contexte ;
5439126	discuter de problématiques liées aux objets connectés pour des applications agricoles ;
5439126	justifier l’intérêt d’une analyse pluridisciplinaire pour les systèmes embarqués complexes ;
5439126	décrire l’intégration de processus techniques et organisationnels pour l’embarqué ;
5439126	décrire la problématique de l'industrialisation en PME.
4730126	Échanger en adaptant votre comportement à votre interlocuteur
4730126	Formuler des avis constructifs
4730126	Analyser et communiquer des données chiffrées
4617941	Savoir retrouver et manipuler l’équation du radar
4617941	Faire un bilan de liaison entre un émetteur et un récepteur
4617941	Faire le lien entre les notions de détection, d’estimation et de rapport signal à bruit
4617941	Décrire les structures des différents types de radars : radar à impulsions et radars à ondes continues
4617941	Établir les formes d’onde pour chaque type de radar
4617941	Identifier les capacités de détection pour chaque type de radar (distance, vitesse)
4617941	Établir les performances et limitations pour chaque type de radar
4617941	Décrire les traitements du signal pour des applications de détection et d’estimation de distance et de vitesse
5731331	Décrire les fonctions séquentielles élémentaires
5731331	Traduire des opérations de comptage en circuits séquentiels
5731331	Manipuler des structures hiérarchisées élaborées
5731331	Utiliser un logiciel de conception et de simulation
5731331	Construire des blocs mémoires et des structures programmables élémentaires
6294936	tenir une discussion technique au sujet des contraintes liées à la détention d'assurance vie, y compris avec des gérants de fonds ;
